Number,Input/Output,Automation Name,Category,Units,Current Value,Default Value,Modified,Data Type,Description
6176,compatibility,ImprovedShaftExtResistance,End_Space,"",True,True,"",boolean,When enabled the shaft extension resistances are taken into account when calculating thermal resistance to ambient.
6177,i/p,FluidHTCScalingTempVariation,End_Space,"",0,0,"",integer,"This determines whether the htc scaling factor for internal fluid type will use a constant or variable temperature. 0 = constant, 1 = variable"
6178,i/p,FluidHTCScalingTemp,End_Space,°C,100,100,"",double,This is the fixed temperature used when calculating the htc scaling factor for internal fluid type
6179,i/p,BearingLossSource,Calc_Options,"",0,0,"",integer,When this is set to automatic then the table of values is used to calculate the bearing losses
6180,compatibility,BearingLossMinSpeedCalculation,Calc_Options,"",1,1,"",integer,Method for calculating bearing losses at the minimum speed specified in bearing losses data.
6181,i/p,NumberBearingLossPoints,Calc_Options,"",20,20,"",integer,This is the number of points of bearing loss data.
6182,i/p,BearingLossVisualisationSpeed,Calc_Options,rpm,2000,2000,"",double,This is speed shown on the graph. Not used for any calculations.
6183,i/p,BearingLossMultiplier,Calc_Options,"",1,1,"",double,This is scale factor applied to the bearing losses given in the table below.
6184,compatibility,BearingTempForEmagCalc,Calc_Options,"",1,1,"",integer,The temperatures of the front and rear bearings used in emag calculations
6185,setting,RadialFlowVisualisation,Calc_Options,"",True,True,"",boolean,When enabled can see flow arrows in radial and axial views
6186,setting,FlowVisualisationTailWidth,Calc_Options,"",2,2,"",double,This sets the width of the flow arrow tail as proportion of airgap size
6187,setting,FlowVisualisationHeadWidth,Calc_Options,"",8,8,"",double,This sets the width of the flow arrow head as proportion of airgap size
6188,setting,FlowVisualisationArrowScaling,Calc_Options,"",1,1,"",double,This sets the scaling multiplier of the flow arrows
6189,setting,FlowVisualisationMinArrowLength,Calc_Options,mm,20,20,"",double,This sets the minimum length of arrow per flow as proportion of airgap size
6190,setting,FlowVisualisationArrowSpacingFactor,Calc_Options,"",0.1,0.1,"",double,This sets the arrow spacing factor per flow
6191,i/p,IronLossFactorWithLossVariationTempLoad,Calc_Options,"",False,False,"",boolean,When enabled iron loss multiplication factors can be entered in the duty cycle. This can be useful for variation with field weakening.
6192,i/p,InsulationLifetimeMethod,Calc_Options,"",0,0,"",integer,When enabled the insulation lifetime is calculated based on the maximum winding temperature.
6193,i/p,InsulationLifetimeAtTempRef1,Calc_Options,"",20000,20000,"",double,This is the insulation life at reference temperature 1
6194,i/p,InsulationLifetimeAtTempRef2,Calc_Options,"",10000,10000,"",double,This is the insulation life at reference temperature 2
6195,i/p,InsulationLifeRefTemp1,Calc_Options,°C,180,180,"",double,This is reference temperature 1 for which material life is given
6196,i/p,InsulationLifeRefTemp2,Calc_Options,°C,190,190,"",double,This is reference temperature 2 for which material life is given
6197,o/p,TotalInsulationLifetime,Calc_Options,sec,0,0,"",double,This is the estimated lifetime of the insulation system.
6198,recommended,RotorCageLossSplit,Calc_Options,"",0,0,"",integer,This option specifies how the rotor cage losses are split between the rotor bars and endrings
6199,i/p,UserCopperLossRatio_Active,Calc_Options,"",0.7,0.7,"",double,This is the proportion of rotor cage losses that are on the rotor bars
6200,i/p,UserCopperLossRatio_EndRing_F,Calc_Options,"",0.15,0.15,"",double,This is the proportion of rotor cage losses that are on the front endrings
6201,i/p,UserCopperLossRatio_EndRing_R,Calc_Options,"",0.15,0.15,"",double,This is the proportion of rotor cage losses that are on the rear endrings
6202,i/p,SpeedDesignType,Calc_Options,"",0,0,"",integer,This is the SPEED calculation used for importing losses
6203,recommended,CuboidalkValueDefinition,Calc_Options,"",0,0,"",integer,How the k values are defined in the cuboidal element model (automatic or user defined)
6204,compatibility,HairpinActiveKValueCalc,Calc_Options,"",1,1,"",integer,Calculation method of the Active section Cuboid K Value for Hairpin Winding
6205,compatibility,HairpinWedgePathRtCalc,Calc_Options,"",1,1,"",integer,Calculation of the resistances from the Hairpin Winding to the Slot Wedge
6206,compatibility,ConductorToothSeparationCalc,Calc_Options,"",1,1,"",integer,Calculation of the conductor to tooth separation distance
6207,compatibility,FlowBetweenRectangularConductorsAreaCalc,Calc_Options,"",1,1,"",integer,Calculation method of the rectangular conductor surface area when have Flow Between Conductors
6208,i/p,StatorConductivityModel,Calc_Options,"",0,0,"",integer,This is the stator conductivity model to be used
6209,recommended,FlowBetweenConductorsCuboidModel,Calc_Options,"",1,1,"",integer,Consideration of the wire insulation and impregnation external to the cuboid for Slot WJ flow between conductors
6210,compatibility,IM1PH_ImpregAreaRatiosCalculation,Calc_Options,"",1,1,"",integer,Calculation method for the proportions of total active impreg in Liner-Lam gap and in main body of winding for IM1PH
6211,compatibility,CuboidConductorOnlyModelCalc,Calc_Options,"",1,1,"",integer,Calculation method of the Cuboid Conductivity Model
6212,compatibility,FormWoundRtCalc,Calc_Options,"",1,1,"",integer,The calculation method of the form wound thermal resistances in the slot
6213,compatibility,Slotless_FormWound_DimensionsCalc,Calc_Options,"",1,1,"",integer,The calculation method of the Slotless and Form Wound slot dimensions
6214,compatibility,WedgeDividerRtCalc,Calc_Options,"",1,1,"",integer,Calculation of the wedge and divider thermal resistance for PMDC/WFC machine types
6215,compatibility,MagnetRadialRtCalc,Calc_Options,"",1,1,"",integer,"Magnet Radial Resistance Calculation for Surface, Inset and Embedded magnets"
6216,i/p,WindingSize,Calc_Options,"",2,2,"",integer,This sets how the cuboidal model sizes are defined.
6217,compatibility,CuboidHeightMethod,Calc_Options,"",2,2,"",integer,Method for calculation of the cuboid height.
6218,compatibility,CuboidAreaMethod,Calc_Options,"",2,2,"",integer,Method used to calculate winding Cuboidal area
6219,compatibility,CuboidHeightMethod_SlotWJ,Calc_Options,"",1,1,"",integer,Method for calculation of the cuboid height where Slot Water Jacket is used.
6220,compatibility,WireInsulationWeightsMethod,Calc_Options,"",1,1,"",integer,This sets how the wire insulation weight is calculated
6221,compatibility,RectangularWireCSA_Calc,Calc_Options,"",1,1,"",integer,This sets how the cross-sectional area of rectangular wire without corner rounding is calculated.
6222,compatibility,HeavyBuildCopperDiameterMethod,Calc_Options,"",1,1,"",integer,Method of calculating copper diameter when using heavy build slot fill
6223,compatibility,HybridACLossMethod,Calc_Options,"",0,0,"",integer,This sets how the Hybrid FEA AC losses are calculated
6224,compatibility,ACLossHighFrequencyScaling_Method,Calc_Options,"",1,1,"",integer,The improved method introduces a further correction to Hybrid FEA AC losses when skin depth is significantly less than bundle height
6225,compatibility,UpperLower_ConductorBundle_Method,Calc_Options,"",1,1,"",integer,Method used to bundle conductor turns for AC Loss calculation with Upper/Lower winding path type.
6226,i/p,WindingCuboidPositionDefinition,Calc_Options,"",0,0,"",integer,This sets how the cuboidal model positions are defined.
6227,i/p,OuterWindingWidth,Calc_Options,mm,0,0,"",double,This is the width of the winding cuboid towards slot bottom
6228,i/p,OuterWindingHeight,Calc_Options,mm,0,0,"",double,This is the height of the winding cuboid towards slot bottom
6229,i/p,InnerWindingWidth,Calc_Options,mm,0,0,"",double,This is the width of the winding cuboid towards slot opening
6230,i/p,InnerWindingHeight,Calc_Options,mm,0,0,"",double,This is the height of the winding cuboid towards slot opening
6231,compatibility,CuboidEWdgConnection,Calc_Options,"",1,1,"",integer,Correction for cuboid endwinding model connections
6232,compatibility,CuboidLengthCalc,Calc_Options,"",1,1,"",integer,Calculation method of the cuboid lengths
6233,compatibility,CuboidEWdgLengthCalc,Calc_Options,"",1,1,"",integer,Consideration of the Throw and Path Type when calculating the cuboid endwinding model lengths
6234,compatibility,SyncRotorCuboidEWdgLengthCalc,Calc_Options,"",1,1,"",integer,Calculation of the sync rotor endwinding length for the cuboidal model
6235,o/p,WindingLossProportionArray,Calc_Options,"",0 : 0,0,"",double,This is the proportion of active winding losses in the cuboid layer
6236,o/p,WindingLossProportionArray_F,Calc_Options,"",0 : 0,0,"",double,This is the proportion of front end winding losses in the cuboid layer
6237,o/p,WindingLossProportionArray_R,Calc_Options,"",0 : 0,0,"",double,This is the proportion of rear end winding losses in the cuboid layer
6238,i/p,ReducedCircuitState,Calc_Options,"",0,0,"",integer,This is the State we are in with regards to using Reduced circuit or full circuit models
6239,compatibility,FixedTemperatureMethod,Calc_Options,"",1,1,"",integer,This is method for fixing any fixed node temperatures in model
6240,compatibility,SteadyStateAveraging,Calc_Options,"",0,0,"",integer,This is the method for calculating the steady state average value
6241,compatibility,SteadyStateMinTemp_Method,Calc_Options,"",1,1,"",integer,Improved method limits minimum temperature during steady state calculation to 0 kelvin
6242,recommended,FEAPoleFixedTemperature,Calc_Options,"",0,0,"",integer,This selects the pole fixed temperature surfaces
6243,recommended,FEASlotFixedTemperature,Calc_Options,"",0,0,"",integer,This selects the slot fixed temperature surfaces
6244,recommended,MagnetModelType,Calc_Options,"",0,0,"",integer,This selects the type of magnet model to use
6245,recommended,StatorCopperLossSplit,Calc_Options,"",0,0,"",integer,This option specifies how the stator copper losses are split between the active section and endwindings
6246,i/p,UserStatorCopperLossRatio_Active,Calc_Options,"",0.5,0.5,"",double,This is the proportion of stator copper losses that are on the active section
6247,i/p,UserStatorCopperLossRatio_EndWdg_F,Calc_Options,"",0.25,0.25,"",double,This is the proportion of stator copper losses that are on the front end winding
6248,i/p,UserStatorCopperLossRatio_EndWdg_R,Calc_Options,"",0.25,0.25,"",double,This is the proportion of stator copper losses that are on the rear end winding
6249,i/p,TorqueNumberCycles,Calc_Options,"",1,1,"",integer,Number cycles to perform for torque calculation
6250,i/p,TorquePointsPerCycle,Calc_Options,"",30,30,"",integer,Number of points to calculate for each cycle of torque calculation
6251,o/p,ReducedTorquePointsPerCycle,Calc_Options,"",30,30,"",integer,Number of reduced points to calculate for each cycle of torque calculation
6252,i/p,BackEMFNumberCycles,Calc_Options,"",1,1,"",integer,Number of cycles to perform for Back EMF calculation
6253,i/p,BackEMFPointsPerCycle,Calc_Options,"",30,30,"",integer,Number of points to calculate for each cycle of Back EMF calculation
6254,i/p,CoggingNumberCycles,Calc_Options,"",2,2,"",integer,Number of cycles to perform for Cogging Torque calculation
6255,i/p,CoggingPointsPerCycle,Calc_Options,"",10,10,"",integer,Number of points to calculate for each cycle of Cogging Torque calculation
6256,i/p,InductanceNumberCycles,Calc_Options,"",1,1,"",integer,Number cycles to perform for Inductance calculation
6257,i/p,InductancePointsPerCycle,Calc_Options,"",5,5,"",integer,Number of points to calculate for each cycle of Inductance calculation
6258,setting,InductanceCalcMethod_BPM,Calc_Options,"",0,0,"",integer,Method used to calculate inductance
6259,setting,InductanceSolver_BPM,Calc_Options,"",1,1,"",integer,Specify the inductance solver (for the Small Signal method only).
6260,i/p,LockedRotorNumberCycles,Calc_Options,"",2,2,"",integer,Number cycles to perform for locked rotor calculation
6261,i/p,LockedRotorPointsPerCycle,Calc_Options,"",30,30,"",integer,Number of points to calculate for each cycle of locked rotor calculation
6262,i/p,CoreLossNumberCycles,Calc_Options,"",1,1,"",integer,Number cycles to perform for open circuit synchronous speed calculation
6263,i/p,CoreLossPointsPerCycle,Calc_Options,"",10,10,"",integer,Number of points to calculate for each cycle of open circuit synchronous speed calculation
6264,i/p,IMSingleLoadConvergenceMethod_NonRotating,Calc_Options,"",0,0,"",integer,Allow a non-rotating single load point calculation to end early if solution is converged
6265,i/p,IMSingleLoadMaximumCycles_NonRotating,Calc_Options,"",20,20,"",integer,The maximum number of cycles to perform before stopping a non-rotating single load calculation
6266,i/p,IMSingleLoadTolerance_NonRotating,Calc_Options,"",0.1,0.1,"",double,Error value at which to end a non-rotating single load point calculation early
6267,i/p,IMSingleLoadPointsPerCycle_NonRotating,Calc_Options,"",30,30,"",integer,Number of points to calculate for each cycle of a non-rotating single load point calculation (IM)
6268,i/p,IMSingleLoadPointsPerCycle_Rotating,Calc_Options,"",30,30,"",integer,Number of points to calculate for each cycle of a rotating single load point calculation (IM)
6269,i/p,IMSingleLoadNumberCycles_NonRotating,Calc_Options,"",2,2,"",integer,Number of cycles to perform for a non-rotating single load point calculation (IM)
6270,i/p,IMSingleLoadNumberCycles_Rotating,Calc_Options,"",2,2,"",integer,Number of cycles to perform for a rotating single load point calculation (IM)
6271,o/p,IMSingleLoadCompletedCycles_NonRotating,Calc_Options,"",0,0,"",integer,Number of cycles completed by a non-rotating single load point calculation
6272,o/p,IMSingleLoadError_NonRotating,Magnetics,"",0,0,"",double,Final error (%) in single load point (non-rotating) solver
6273,o/p,IMSingleLoadError_Rotating,Magnetics,"",0,0,"",double,Final error (%) in single load point (rotating) solver
6274,i/p,IMLookupPoints_Saturation,Calc_Options,"",20,20,"",integer,Number of points to calculate for saturation lookup tables
6275,i/p,IMLookupPoints_Loss,Calc_Options,"",20,20,"",integer,Number of points to calculate for loss lookup tables
6276,recommended,StrayLoadLossCalculationType,Calc_Options,"",0,0,"",integer,Method used to calculate stray load losses
6277,setting,MagneticGraphDrawing,Calc_Options,"",0,0,"",integer,Drawing options for the magnetic graphs
6278,setting,MagneticGraphLegendLocation,Calc_Options,"",0,0,"",integer,Legend options for the magnetic graphs
6279,setting,MagneticGraphPenWidth,Calc_Options,"",1,1,"",integer,Pen width for the magnetic graphs
6280,setting,WindingPatternPenWidth,Calc_Options,"",2,2,"",integer,Pen width for the winding pattern diagram
6281,setting,EMFGraphValues,Calc_Options,"",1,1,"",integer,Drawing options for the Back EMF graphs
6282,setting,TerminalGraphValues,Calc_Options,"",1,1,"",integer,Drawing options for the Terminal Voltage graphs
6283,setting,CurrentGraphValues,Calc_Options,"",0,0,"",integer,Drawing options for the current graphs
6284,setting,ShowDQCurrents,Calc_Options,"",False,False,"",boolean,Display the DQ axis currents on the currents graph
6285,setting,FEAverageGraph,Calc_Options,"",False,False,"",boolean,Drawing options for the torque graph
6286,setting,VirtualWorkGraph,Calc_Options,"",True,True,"",boolean,Drawing options for the torque graph
6287,setting,MaxwellStressGraph,Calc_Options,"",False,False,"",boolean,Drawing options for the torque graph
6288,setting,FluxLinkageGraph,Calc_Options,"",False,False,"",boolean,Drawing options for the flux linkage torque graph
6289,setting,AlignmentGraph,Calc_Options,"",False,False,"",boolean,Drawing options for the alignment torque graph
6290,setting,ReluctanceGraph,Calc_Options,"",False,False,"",boolean,Drawing options for the reluctance torque graph
6291,setting,CoggingGraph,Calc_Options,"",False,False,"",boolean,Drawing options for the cogging torque graph
6292,setting,CoggingTorqueGraph_VW,Calc_Options,"",True,True,"",boolean,Draw the Virtual Work cogging torque graph.
6293,setting,CoggingTorqueGraph_CE,Calc_Options,"",True,True,"",boolean,Draw the Co Energy cogging torque graph.
6294,i/p,TorqueSpeedCalcs,Calc_Options,"",7,7,"",integer,The number of FEA calculations to run at different phase advances
6295,i/p,TorqueSpeedPhaseAdv_Upper,Calc_Options,"",60,60,"",double,Upper phase advance limit for torque/speed graph
6296,i/p,TorqueSpeedPhaseAdv_Lower,Calc_Options,"",0,0,"",double,Lower phase advance limit for torque/speed graph
6297,setting,DrawPoints_TorqueSpeed,Calc_Options,"",True,True,"",boolean,When selected then the data points are plotted in the torque/speed and power/speed graphs
6298,i/p,AirgapMeshPoints_layers,FEA_Settings,"",360,360,"",integer,This specifies the number of mesh points in the airgap and can be increased or reduced as required. Default = 360
6299,i/p,AirgapMeshPoints_mesh,FEA_Settings,"",360,360,"",integer,This specifies the number of mesh points at the airgap surfaces and can be increased or reduced as required. Default = 360
6300,recommended,AirgapLayersMethod,FEA_Settings,"",1,1,"",integer,Method of specifying the number of airgap layers to be solved by the FEA
6301,i/p,AirgapMesh_NumLayers,FEA_Settings,"",4,4,"",integer,Number of airgap layers specified by the user
6302,o/p,AirgapMesh_NumLayers_Used,FEA_Settings,"",0,0,"",integer,Number of layers the airgap is split into when meshing the machine
6303,i/p,MagnetMeshLength,FEA_Settings,mm,0,0,"",double,This specifies the size of mesh elements in the magnets. Default = 0 = automatic
6304,i/p,RotorPocketMeshLength,FEA_Settings,mm,0,0,"",double,This specifies the size of mesh elements in the rotor pockets. Default = 0 = automatic
6305,i/p,SleeveMeshLength,FEA_Settings,mm,0,0,"",double,This specifies the size of mesh elements in the stator sleeve. Default = 0 = automatic
6306,i/p,BandingMeshLength,FEA_Settings,mm,0,0,"",double,This specifies the size of mesh elements in the rotor banding. Default = 0 = automatic
6307,i/p,RotorBarMeshLength,FEA_Settings,mm,0,0,"",double,This specifies the size of mesh elements in the rotor bars. Default = 0 = automatic
6308,i/p,RotorLamMeshLength,FEA_Settings,mm,0,0,"",double,This specifies the size of mesh elements in the rotor lamination. Default = 0 = automatic
6309,i/p,ShaftMeshLength,FEA_Settings,mm,0,0,"",double,This specifies the size of mesh elements in the shaft. Default = 0 = automatic
6310,i/p,StatorLamMeshLength,FEA_Settings,mm,0,0,"",double,This specifies the size of mesh elements in the stator lamination. Default = 0 = automatic
6311,i/p,StatorSlotMeshLength,FEA_Settings,mm,0,0,"",double,This specifies the size of mesh elements in the stator slot. Default = 0 = automatic
6312,i/p,FEAMinPointSeparation,FEA_Settings,mm,0.005,0.005,"",double,Specifies the minimum distance for FEA geometry point separation
6313,compatibility,FEAEddyCurrentCalcMethod,FEA_Settings,"",1,1,"",integer,Specifies the calculation method for eddy currents in FEA solver
6314,compatibility,FEASmallAngleMethod,FEA_Settings,"",2,2,"",integer,Method used by FEA for meshing when lines join to arcs
6315,compatibility,FEASmallAngleSize,FEA_Settings,"",2,2,"",double,FEA small angle size in degrees
6316,i/p,MaxHarmonicOrder,Calc_Options,"",200,200,"",integer,This specifies the maximum harmonic order used in harmonics calculations
6317,setting,HarmonicAmplitude,Calc_Options,"",0,0,"",integer,This gives the option to show the normalised harmonics graphs
6318,i/p,MaxWindingHarmonicOrder,Calc_Options,"",200,200,"",integer,This specifies the maximum mechanical winding harmonic order used in harmonics calculations
6319,setting,WindingHarmonicAmplitude,Calc_Options,"",0,0,"",integer,This gives the option to show the normalised winding harmonics graphs
6320,setting,WindingPatternDisplay,Calc_Options,"",0,0,"",integer,The option for displaying the winding pattern arrows
6321,i/p,PlotAllInductancePhases,Calc_Options,"",False,False,"",boolean,When selected the inductances of all phases will be plotted
6322,i/p,PlotSmallSignalBiasCurrents,Calc_Options,"",False,False,"",boolean,"When selected, bias currents used during the inductance calculation will be plotted"
6323,setting,CoggingHarmonicBaseFrequency,Calc_Options,"",2,2,"",integer,Base frequency used for cogging harmonic graph
6324,setting,TorqueHarmonicGraph_BaseType,Calc_Options,"",0,0,"",integer,Base frequency of torque harmonic graph (Electrical/Mechanical)
6325,setting,OpenGL_Quality,Design_Options,"",8,8,"",integer,The smoothness of the images used in the 3D viewer
6326,setting,OpenGL_NumRadialDuctArrows,Design_Options,"",8,8,"",integer,The number of 3D arrows used to indicate flow in radial ducts
6327,compatibility,LimitToAirgapHToConduction,Calc_Options,"",0,0,"",integer,"When enabled, the calculated value of airgap heat transfer is adjusted, as the correlations are assumed to be for heat transfer across gap rather than to the mid gap node."
6328,setting,SolidListFilter,Design_Options,"",0,0,"",integer,"Filter the solid materials list by material type (all, steel or magnet)"
6329,setting,MessageWindowPosition,Design_Options,"",2,2,"",integer,Set the message window position
6330,persistent,MessageDisplayState,Design_Options,"",0,0,"",integer,"Set state of message display (enabled, crucial only, disabled)"
6331,persistent,SavePrompt,Design_Options,"",0,0,"",integer,Whether user is prompted to save files on load/close
6332,persistent,ActiveXCacheSize,User_Options,"",100,100,"",integer,"The maximum size of the ActiveX cache, used to speed up getting/setting variables via ActiveX."
6333,setting,Leakage_Display,Design_Options,"",1,1,"",integer,This is whether the blown over leakage arrows are displayed or not
6334,setting,Scale_Display,Design_Options,"",1,1,"",integer,This is whether the through ventilation arrows are scaled with the flow rates or all shown the same size
6335,setting,ExportTextSeparator,Design_Options,"",;,;,"",OleStr,Choose the text Separator for exported results
6336,recommended,CalculationRotatingDuct,Calc_Options,"",0,0,"",integer,The channel correlation or rotating channel correlation used for rotor ducts. Rotating correlation will only be used for air fluid.
6337,compatibility,RotorWJHeatTransferCalc,Calc_Options,"",1,1,"",integer,Calculation method for heat transfer coefficients using Rotor Water Jacket
6338,compatibility,RotorWJFluidTempCalc,Calc_Options,"",1,1,"",integer,Calculation method for Average and Outlet Rotor Water Jacket fluid temperatures
6339,compatibility,RotorWJNodeConnection_Method,Calc_Options,"",1,1,"",integer,Method for connecting Rotor Water Jacket to rotor/shaft
6340,compatibility,RotorWJCentralInletCalc,Calc_Options,"",1,1,"",integer,The calculation method of the central RotorWJ inlet to fluid node thermal resistance
6341,compatibility,RotorWJCentralOutletCalc,Calc_Options,"",1,1,"",integer,The calculation method of the fluid node to fluid node thermal resistances with central RotorWJ outlet and 1 axial slice
6342,compatibility,WetRotorFluidResistanceCalc,Calc_Options,"",1,1,"",integer,The calculation method of the wet rotor fluid node to fluid node thermal resistances with central inlet or coupled slot flow
6343,compatibility,RotorWJChannelNumberCalc,Calc_Options,"",1,1,"",integer,To not include channels with ducts that have zero surface area in the channel number calculation for the RotorWJ.
6344,recommended,CalculationDevelopingFlow,Calc_Options,"",0,0,"",integer,Whether to use developing or fully developed flow for calculating heat transfer coefficients of ducts.
6345,i/p,Winding_Cuboid_Width,Cuboidal_Model,mm,3.83332158096384 : 0,0,yes,double,Width of cuboids in cuboidal winding model
6346,i/p,Winding_Cuboid_Height,Cuboidal_Model,mm,7.13277275391886 : 7.13277275391886,0,yes,double,Height of cuboids in cuboidal winding model
6347,o/p,TotalCuboidArea,Calc_Options,mm²,0,0,"",double,Area of all the cuboids combined
6348,i/p,MinimumTemperatureTolerance,Calc_Options,"",100,100,"",double,Tolerance for allowing temperature below minimum set in model
6349,i/p,ReducedNodeRecordPowerSpread,Reduced_Node_Model,"",False,False,"",boolean,When enabled record the losses spread as given for the reduced node model
6350,i/p,ReducedNodeSelection,Reduced_Node_Model,"",1,1,"",integer,Set the selection for reduced node modelling
6351,i/p,ReducedNodeAutoLoadSelection,Reduced_Node_Model,"",False,False,"",boolean,Whether to automatically select preset nodelist upon loading file
6352,i/p,ReducedNodeNumber,Reduced_Node_Model,"",0,0,"",integer,Number of nodes in reduced node model
6353,i/p,ReducedNode_NodesToKeep,Reduced_Node_Model,"","",0,"",integer,Nodes which are included in the reduced node model
6354,i/p,ReducedNode_AvailableNodeCount,Reduced_Node_Model,"",0,0,"",integer,Reduced nodes number of available nodes to select
6355,i/p,ReducedNode_AvailableNodes,Reduced_Node_Model,"","",0,"",integer,Nodes that can be selected for use in the reduced node model.
6356,i/p,ReducedNode_NodeCheckState,Reduced_Node_Model,"","",False,"",boolean,Reduced node model available nodes selection state
6357,i/p,ReducedNode_AvailableNodeNames,Reduced_Node_Model,"","","","",OleStr,Reduced node model available nodes names
6358,i/p,ReducedNodeMaxResistance,Reduced_Node_Model,°C/W,10000000,10000000,"",double,Removes connections with a higher resistance from reduced node model
6359,i/p,ReducedNodeAutomaticCapacitanceScaling,Reduced_Node_Model,"",False,False,"",boolean,Reduced node use automatic scaling for capacitance
6360,i/p,ReducedNodeCapacitanceScale,Reduced_Node_Model,"",1,1,"",double,Reduced node capacitance scale
6361,i/p,ReducedNodeAutomaticScalingType,Reduced_Node_Model,"",0,0,"",integer,Reduced Node automatic scaling type for capacitance
6362,recommended,StatorCopperLossVariation,Calc_Options,"",0,0,"",integer,"Variation of stator copper losses with temperature, using either the average winding temperature or the local winding temperatures"
6363,compatibility,VaryingArmatureCopperLoss_Calc,Calc_Options,"",1,1,"",integer,Calculation method of varying armature copper loss with local winding temperatures
6364,compatibility,StatorBackIronUnevenLossAddition,Calc_Options,"",1,1,"",integer,"This defines the schematic addition to the stator back iron loss, for transient calculations with uneven copper loss distribution."
6365,compatibility,StatorToothLossDistribution,Calc_Options,"",1,1,"",integer,"This defines how the stator tooth losses are distributed between cuboids and axial slices. Applicable to uneven copper loss distribution, 0 speed or a transient fault"
6366,i/p,MagneticSolverMethod,Calc_Options,"",0,0,"",integer,This specifies the magnetic solver to use.
6367,recommended,ConductorMeshControl,Calc_Options,"",True,True,"",boolean,When enabled then Motor-CAD specifies conductor positions in mesh grid in the thermal FEA
6368,setting,PhasorShowCurrents,Phasor_Diagram,"",True,True,"",boolean,When enabled then currents are shown
6369,setting,PhasorShowFluxLinkages,Phasor_Diagram,"",True,True,"",boolean,When enabled then flux linkages are shown
6370,setting,PhasorShowVoltages,Phasor_Diagram,"",True,True,"",boolean,When enabled then voltage are shown
6371,setting,PhasorShowLoadAngle,Phasor_Diagram,"",False,False,"",boolean,When enabled the load angle is shown
6372,setting,PhasorShowPhaseAdvanceAngle,Phasor_Diagram,"",False,False,"",boolean,When enabled the phase advance angle is shown
6373,setting,PhasorShowPowerFactorAngle,Phasor_Diagram,"",False,False,"",boolean,When enabled the power factor angle is shown
6374,setting,PhasorTextDisplay,Phasor_Diagram,"",0,0,"",integer,Allows selection of labels or values in phasor diagram
6375,setting,IMEquivalentTextDisplay,EquivalentCircuit_Diagram,"",4,4,"",integer,"Allows selection of names, values or labels on the circuit diagram"
6376,setting,IMEquivalentCircuitView,EquivalentCircuit_Diagram,"",0,0,"",integer,Allows selection of T or L circuit in equivalent circuit diagram
6377,setting,PhasorLabelSelection,Phasor_Diagram,"",0,0,"",integer,Allows selection of labels in phasor diagram
6378,setting,TransientGraphColours,Calc_Options,"",1,1,"",integer,Allows selection of colour of thermal plots
6379,setting,ExternalApplicationCoupling,Calc_Options,"",0,0,"",integer,Selects the external application to use for import/export coupling
6380,setting,MaxwellFileName,Calc_Options,"","","","",OleStr,The Maxwell filename
6381,setting,MaxwellProject,Calc_Options,"",ipm_1,ipm_1,"",OleStr,The Maxwell project name
6382,setting,MaxwellAnalysis,Calc_Options,"",Setup1,Setup1,"",OleStr,The Maxwell analysis name
6383,setting,MaxwellDesign,Calc_Options,"",RMxprtDesign1,RMxprtDesign1,"",OleStr,The Maxwell design name
6384,setting,MaxwellExportMethod,User_Options,"",0,0,"",integer,The method of exporting Motor-CAD models to Maxwell
6385,setting,MaxwellExportCopyUDM,User_Options,"",False,False,"",boolean,Whether UDM file is copied to Maxwell when exporting model
6386,setting,MaxwellExport_TreeSelection,User_Options,"",0,0,"",integer,The method in the user interface to select regions in the geometry tree
6387,o/p,MaxwellExport_SymmetryFactor,User_Options,"",0,0,"",integer,The symmetry factor used when exporting to Maxwell
6388,setting,SpeedFileName,Calc_Options,"","","","",OleStr,The SPEED filename
6389,setting,RemoveMotorCADCircuit,Calc_Options,"",0,0,"",integer,When enabled the automatic circuit created by Motor-CAD is removed allowing the user to specify the circuit to be solved
6390,compatibility,ExternalCircuitDutyCycleControl,Calc_Options,"",0,0,"",integer,Specifies whether power and fixed temperature values defined inside external circuit or duty cycle are used for the duty cycle calculation
6391,setting,RemoveMotorCADCircuit_Flow,Calc_Options,"",0,0,"",integer,When enabled the automatic flow circuit created by Motor-CAD is removed allowing the user to specify the circuit to be solved
6392,setting,TorqueGraphScale,Calc_Options,"",0,0,"",integer,Select the y axis scale of torque graph
6393,i/p,FormWoundConductorSeparation,Calc_Options,"",1,1,"",integer,This is the method of specifying the gaps between the conductors
6394,recommended,LamHousingCoolingNodes,Calc_Options,"",0,0,"",integer,This is the method of specifying cooling nodes used for the TVent cooling through the lamination - housing ducts
6395,i/p,FluidPathsCompensationFactor,Calc_Options,"",0.8,0.8,"",double,"This is the maximum proportion of total machine losses used for the fluid compensation, this can be useful for improving transient convergence"
6396,i/p,FluidPathsScaleFactor,Calc_Options,"",1,1,"",double,"This is the scaling used for the fluid compensation, this can be useful for improving transient convergence. Smaller value should be aid convergence."
6397,i/p,FluidPathsCompensationEnabled,Calc_Options,"",0,0,"",integer,This setting enables or disables the fluid path compensation factor.
6398,compatibility,FluxDensitySkewMethod,Calc_Options,"",1,1,"",integer,The calculation method of skewed airgap flux densities
6399,compatibility,FluxDensitySkewMethod_Iron,Calc_Options,"",0,0,"",integer,The calculation method of skewed stator/rotor flux densities
6400,i/p,IMSkewingMethod,Calc_Options,"",0,0,"",integer,Select the method to use for calculating IM skew effect
